topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Management,Metabolic Workup for Delayed Union/Non-union,"What is done for competitive athletes with delayed union or non-union?","For the competitive athlete, CT confirmation of union is warranted prior to return to full play. Metabolic workup is performed for delayed union or non-union, followed by operative treatment.","What is recommended for athletes before returning to play?","CT confirmation of union is recommended for competitive athletes before returning to play.","competitive athlete, CT confirmation of union, return to play, metabolic workup, delayed union, non-union, operative treatment"
Management,Zone 3 – Proximal Diaphyseal Stress Fractures,"How are Zone 3 proximal diaphyseal stress fractures typically managed?","These fractures usually present late, as 'stress fractures'. If they are acute, a trial of non-weight-bearing cast vs operative treatment is discussed with the patient. However, the latter may be favored in a high-demand individual such as an elite athlete. The treatment is similar to Zone 2 injuries.","What is the initial approach for acute Zone 3 fractures?","An acute Zone 3 fracture might be managed with a non-weight-bearing cast, or surgery may be favored for high-demand individuals.","Zone 3 fracture, proximal diaphyseal stress fractures, late presentation, acute presentation, non-weight-bearing cast, operative treatment, high-demand individual, elite athlete"
Management,Dancer's Fracture – Diaphyseal Spiral Fracture,"What is the preferred treatment for 'Dancer's fractures'?","In general, non-operative treatment is preferred for these fractures and is quite effective, leaving no sequela even in competitive athletes.","Is surgery usually needed for dancer's fractures?","No, non-operative treatment is generally preferred and effective, even for competitive athletes.","Dancer's fracture, diaphyseal spiral fracture, non-operative treatment, preferred treatment, no sequela, competitive athletes"
Management,Dancer's Fracture Outcomes and Considerations,"What were the outcomes in a study of 33 patients with dancer's fractures?","In a recent study, 33 patients treated with a boot or a hard-sole shoe showed excellent outcomes regardless of displacement, shortening, or rotation, with 9% delayed unions that ultimately healed.","What footwear was found to be superior?","The hard-sole shoe showed superior outcomes compared to the boot.","dancer's fracture outcomes, boot, hard-sole shoe, excellent outcomes, delayed unions, union time"
Management,Dancer's Fracture in Older Females,"What is a notable finding regarding dancer's fractures in older females?","A recent study showed increased incidence in females over the age of 40 and when low energy trauma is involved; in that group, they should be considered as early fragility fractures and warrant metabolic workup.","What demographic is increasingly affected by dancer's fractures?","Females over 40, especially with low energy trauma, are showing an increased incidence.","females over 40, low energy trauma, early fragility fractures, metabolic workup"
Complications,Surgical Complications Overview,"What are the possible complications of surgical treatment for fifth metatarsal fractures?","Possible complications include hardware failure, refracture, sural nerve injury, malunion, delayed union/non-union, screwhead prominence, chronic pain, and iatrogenic fractures.","What are common issues related to surgical hardware?","Hardware can fail, cause prominence, or lead to iatrogenic fractures.","surgical complications, hardware failure, refracture, sural nerve injury, malunion, delayed union, non-union, screwhead prominence, chronic pain, iatrogenic fractures"
Complications,Refracture and Non-union Rates,"What are the reported rates of refracture and non-union after intramedullary screw fixation?","Refractures or non-unions may occur in up to 12% of intramedullary screw fixation cases, but may be as high as 30% in elite athletes compared to 10.5% for plate fixation.","How do refracture rates differ between athletes and the general population?","Elite athletes have higher refracture rates (up to 30%) with intramedullary screws compared to plate fixation (10.5%).","refracture rates, non-union rates, intramedullary screw fixation, elite athletes, plate fixation"
Complications,Causes of Failure,"What are common causes of failure in fifth metatarsal fracture treatment?","Possible causes of failure may be technically related (inappropriate screw size/biology, failure to address causative factors like pes cavus) or secondary to inadequate post-operative protocols.","What technical or biological factors can lead to failure?","Inappropriate screw size, poor biology, not addressing factors like pes cavus, and inadequate post-operative care are causes of failure.","causes of failure, technically related, screw size, screw biology, pes cavus, post-operative protocols"
Complications,Symptomatic Hardware,"Has symptomatic hardware been an issue with intramedullary screws?","Symptomatic hardware was reported in up to 30% of intramedullary screw fixation patients with traditional screws, which is now rare with fracture-specific screws.","Are modern screws less likely to cause hardware issues?","Yes, fracture-specific screws have reduced the incidence of symptomatic hardware.","symptomatic hardware, intramedullary screw fixation, traditional screws, fracture-specific screws"
Complications,Hardware Removal Caution,"What is the caution regarding hardware removal?","Removal of hardware may create stress risers and extreme caution is warranted, especially in athletes, where it is recommended to occur only after retirement and be managed by shoe modification in the interim.","When should hardware removal be considered, especially for athletes?","Hardware removal should be done cautiously, preferably after retirement for athletes, with interim management through shoe modification.","hardware removal, stress risers, caution, athletes, retirement, shoe modification"
Complications,Causes of Non-union (Table 1),,"What factors contribute to non-union in fifth metatarsal fractures?","Patient-specific factors (smoking, diabetes, PVD, vitamin D/calcium deficiency, hormonal deficiency, age, NSAIDs), injury-specific factors (Zone 2/3, open fractures), surgeon-specific factors (small screws), and medications (NSAIDs, glucocorticoids, chemo) can all contribute.","List the categories of factors contributing to non-union.","Factors include patient-specific, injury-specific, surgeon-specific, and medication-related elements.","causes of non-union, patient factors, injury factors, surgeon factors, medications, smoking, diabetes, PVD, vitamin D, calcium deficiency, hormonal deficiency, NSAIDs, Zone 2, Zone 3, open fractures, small screws, glucocorticoids, chemotherapy"
Complications,Failed Non-union Treatment Causes and Rates (Table 2),,"What does Table 2 summarize regarding failed non-union treatments?","Table 2 summarizes outcomes from studies on failed treatments, detailing patients, injury patterns, initial modalities, failure types, time to failure, and subsequent treatments.","What information is provided in Table 2?","It details patient data, injury types, initial treatments, reasons for failure, timing, and revision strategies.","failed non-union treatment, injury patterns, Jones fractures, initial treatment, failure types, time to failure, subsequent treatment, revision surgery, bone grafting"
Conclusion,Treatment Challenges,"What remains a challenging problem in fifth metatarsal fracture treatment?","Fractures of the fifth metatarsal remain a challenging problem to treat, especially in competitive athletes.","Who finds these fractures particularly challenging to treat?","Competitive athletes often face challenges with these types of fractures.","fifth metatarsal fractures, challenging problem, competitive athletes"
Conclusion,Blood Supply Considerations,"What anatomical consideration is crucial for treatment strategy?","The intra-osseous blood supply to the greater tuberosity and proximal diaphysis differs, which impacts healing potential. Considerations of fracture location and potential vascular compromise should always be taken into account and considered in the treatment strategy.","How does blood supply affect treatment?","The differing blood supply to various parts of the proximal fifth metatarsal influences healing potential and must be considered in treatment.","intra-osseous blood supply, greater tuberosity, proximal diaphysis, healing potential, fracture location, vascular compromise, treatment strategy"
Conclusion,Classification Discrepancy and Recommendation,"What is the discrepancy in 'Jones' fracture definitions?","There remains a discrepancy in what is defined as a Jones fracture, with some authors defining it as a fracture at the metaphyseal-diaphyseal junction and others at the proximal diaphysis.","What classification systems are proposed to avoid discrepancies?","We propose using a combination of Lawrence and Botte's classification in conjunction with Torg's classification to avoid any discrepancies when describing these fractures.","Jones fracture definition, discrepancy, metaphyseal-diaphyseal junction, proximal diaphysis, Lawrence and Botte classification, Torg classification"
Injury Information,Diagnosis,"What type of fracture is a base of the 5th metatarsal fracture?","You have sustained a fracture to the base of the 5th metatarsal of your foot, which is known as an avulsion fracture.","What is the medical term for this fracture?","It is classified as an avulsion fracture.","base of 5th metatarsal fracture, avulsion fracture"
Injury Information,Follow-up,"What is the follow-up plan for this injury?","You will not be routinely followed up. This is a follow-up letter to your recent telephone consultation with the fracture care team explaining the ongoing management of your injury. Your case has been reviewed by an Orthopaedic Consultant and Fracture Care Extended Scope Physiotherapist.","Will I have a follow-up appointment?","No, routine follow-up is not planned, but your case has been reviewed by specialists.","follow-up, telephone consultation, fracture care team, Orthopaedic Consultant, Fracture Care Extended Scope Physiotherapist"
Injury Information,Healing Timeline,"How long does it take for a base of the 5th metatarsal fracture to heal?","It normally takes approximately 6 weeks to unite (heal).","What is the typical healing period?","The fracture normally takes about 6 weeks to unite.","healing time, unite, approximately 6 weeks"
Injury Information,Pain and Swelling Progression,"How long can pain and swelling last after a base of the 5th metatarsal fracture?","Pain and swelling can be ongoing for 3-6 months. Swelling is often worse at the end of the day and elevating it will help. Take pain killers as prescribed.","What is the expected duration of symptoms?","Pain and swelling can persist for 3 to 6 months, with swelling worsening in the evening.","pain, swelling, ongoing, 3-6 months, elevating foot"
Injury Information,Walking Recommendations,"How should I approach walking after this fracture?","You may walk on the foot as comfort allows but you may find it easier to walk on your heel in the early stages. The boot you have been given is for your comfort only and is not needed to aid fracture healing.","What is the role of the boot?","The boot is for comfort and not essential for fracture healing.","walking, heel walking, early stages, boot, comfort"
Injury Information,When to Seek Further Advice,"When should I contact the Fracture Care Team for advice?","If you are worried that you are unable to follow this rehabilitation plan, or have any questions, then please phone the Fracture Care Team for advice. We do not routinely follow up patients with this type of injury. If after six weeks you are still experiencing significant pain and swelling or struggling to wean out of the boot please do not hesitate to contact us for a further consultation.","What if I have concerns about my recovery?","Contact the Fracture Care Team if you have concerns, are struggling to follow the plan, or have persistent symptoms after six weeks.","seek further advice, fracture care team, worries, questions, unable to follow plan, persistent pain, persistent swelling, weaning out of boot"
Management Plan,Weeks 0-3 Plan,"What should I do in the first 3 weeks after the injury?","Wear the boot all of the time when walking. Use the crutches to take some of the weight off your foot. Take the boot off at night and when resting at home. Regularly perform the exercises to get your movement back.","What are the key instructions for the first three weeks?","Wear the boot and use crutches when walking, remove the boot at rest, and do regular exercises.","Weeks 0-3, wear boot, walking, crutches, take boot off at night, resting, regular exercises, movement back"
Management Plan,Weeks 3-6 Plan,"What should I focus on between weeks 3 and 6?","Try to stop using the boot and walk without crutches. Start around your home first. You will want to wear the boot if you go on a longer walk. Continue with the exercises to regain flexibility in your foot and ankle.","What is the main goal for weeks 3-6?","To transition away from the boot and crutches, and regain foot and ankle flexibility through exercises.","Weeks 3-6, stop using boot, walk without crutches, start at home, wear boot for longer walks, exercises, regain flexibility"
Management Plan,Weeks 6-12 Plan,"What should I expect between weeks 6 and 12?","The fracture is healed. Begin to resume normal activity - be guided by any pain you experience. You should be able to carry out day to day activities. Arduous tasks and long walks may still cause some discomfort and swelling.","What is the expected status of the fracture by week 6?","The fracture should be healed by 6 weeks.","Weeks 6-12, fracture healed, resume normal activity, guided by pain, day-to-day activities, arduous tasks, discomfort, swelling"
Management Plan,Week 12 and Beyond,"What should I do after 12 weeks if symptoms persist?","If you are still experiencing significant pain and swelling then please contact the Fracture Care Team for advice.","When should I seek further medical advice after the initial healing period?","Contact the Fracture Care Team if significant pain and swelling persist after 12 weeks.","Week 12 and beyond, significant pain, significant swelling, contact Fracture Care Team"
Advice for new injuries,Cold packs,"How can cold packs help with a new foot injury?","A cold pack (ice pack or frozen peas wrapped in a damp towel) can provide short term pain relief. Apply this to the sore area for up to 15 minutes, every few hours ensuring the ice is never in direct contact with the skin.","How should cold packs be applied?","Apply for up to 15 minutes every few hours, ensuring the ice is wrapped and not in direct contact with the skin.","cold packs, ice pack, frozen peas, pain relief, sore area, 15 minutes, every few hours, direct contact with skin"
Advice for new injuries,Rest and Elevation,"What is the initial advice for resting a new foot injury?","Try to rest the foot for the first 24-72 hours to allow the early stage of healing to begin. Raise your ankle above the level of your hips to reduce swelling. You can use pillows or a stool to keep your foot up.","How long should I rest the foot?","Rest the foot for the first 24-72 hours.","rest, elevation, foot, 24-72 hours, healing, reduce swelling, ankle above hips"
Advice for new injuries,Early movement and exercise,"Why is early movement important for a new foot injury?","Early movement of the ankle and foot is important to promote circulation and reduce the risk of developing a DVT (blood clot). Follow the exercises below without causing too much pain. This will ensure your ankle and foot do not become too stiff. These exercises will help the healing process.","What are the benefits of early movement?","It promotes circulation, reduces DVT risk, and prevents stiffness.","early movement, ankle, foot, circulation, reduce DVT risk, prevent stiffness, healing process"
Advice for new injuries,Early weight bearing,"What is the benefit of early weight bearing?","Early weight bearing (putting weight through your injured foot) helps increase the speed of healing. Try to walk as normally as possible as this will help with your recovery.","How does weight bearing affect healing?","Early weight bearing speeds up healing and aids recovery by promoting normal walking patterns.","early weight bearing, injured foot, speed of healing, walk normally, recovery"
Advice for new injuries,Smoking cessation,"What is the impact of smoking on fracture healing?","Medical evidence suggests that smoking prolongs fracture healing time. In extreme cases it can stop healing altogether. Stopping smoking during the healing phase will help ensure optimal recovery.","Why is smoking cessation recommended?","Smoking prolongs or even prevents fracture healing, impacting recovery.","smoking cessation, prolongs fracture healing, stops healing, optimal recovery"
Physiotherapy,Initial Exercises,"What initial exercises should I do 3-4 times a day?","Ankle and foot range of movement exercises. Repeat these 10 times each: 1. Point your foot up and down within a comfortable range of movement. 2. With your heels together, move your toes apart. 3. Make circles with your foot in one direction and then change direction.","What are the recommended exercises?","Ankle and foot range of movement exercises: pointing up/down, moving toes apart, and ankle circles.","physiotherapy, initial exercises, ankle movement, foot movement, point foot up and down, move toes apart, ankle circles"
Introduction,Virtual Fracture Clinic (VFC) and Self-Management,"What is the Virtual Fracture Clinic (VFC)?","The VFC helps you recover from your injury without needing to come back to the hospital. This is called self-management. Use the rehabilitation plan in this leaflet to guide your recovery.","What is the purpose of the VFC?","It facilitates self-management of recovery without requiring hospital visits.","Virtual Fracture Clinic, VFC, self-management, recovery, rehabilitation plan"
Video about your injury and recovery,Instructional Video,"Is there a video available to help with recovery?","Yes, watch this video to help your recovery. A doctor explains your injury and a physiotherapist shows how to do the exercises: www.fracturecare.co.uk/care-plans/foot/fracture-to-the-base-of-the-5th-metatarsal/","Where can I find a video about my injury and recovery?","A video explaining the injury and exercises is available at www.fracturecare.co.uk/care-plans/foot/fracture-to-the-base-of-the-5th-metatarsal/.","instructional video, recovery, doctor explanation, physiotherapist demonstration, exercises"
What is a 5th metatarsal base fracture?,Definition of Injury,"What is a 5th metatarsal base fracture?","This is a break in the long bone on the outside of the foot that connects to the little toe. This is called the 5th metatarsal.","What bone is affected by this fracture?","The 5th metatarsal, the long bone on the outside of the foot connecting to the little toe.","5th metatarsal base fracture, break, long bone, outside of foot, little toe"
What is a 5th metatarsal base fracture?,Definition of Injury,"What is the nature of this fracture?","The break has occurred in a part of the bone that normally heals without a problem, so you won't need to have a plaster cast.","Is a plaster cast usually required?","No, a plaster cast is typically not needed as this part of the bone usually heals well.","nature of fracture, heals without problem, no plaster cast needed"
Healing,Healing Timeline,"How long does it take for this fracture to heal?","It takes about 6 to 12 weeks for this fracture to heal.","What is the expected healing duration?","The fracture typically heals within 6 to 12 weeks.","healing time, fracture healing, 6 to 12 weeks"
Healing,Impact of Smoking,"How does smoking affect fracture healing?","Smoking slows down your healing. So, we advise that you stop smoking (including vaping) while your fracture heals.","What is the advice regarding smoking?","You are advised to stop smoking (including vaping) to ensure optimal fracture healing.","impact of smoking, slows healing, stop smoking, vaping, optimal fracture healing"
Pain and swelling,Expected Symptoms,"What symptoms can I expect after this fracture?","You can expect to have foot pain and swelling for 3 to 6 months after your injury. Swelling is often worse at the end of the day.","How long might I experience pain and swelling?","Foot pain and swelling can last for 3 to 6 months, with swelling being more noticeable later in the day.","expected symptoms, foot pain, foot swelling, 3 to 6 months"
Pain and swelling,Management Strategies,"How can I manage pain and swelling?","You can help reduce pain and swelling by: taking pain medication, raising your ankle above the level of your hip (elevate), using ice or cold packs.","What are the recommended pain and swelling management techniques?","Take pain medication, elevate your ankle, and use ice or cold packs.","manage pain and swelling, pain medication, elevate ankle, ice or cold packs"
Walking and your boot,Boot Usage,"How should I use the boot provided?","The boot protects your foot and will make you more comfortable. Wear the boot when you are standing and walking. You can take it off at night and at rest. You need to wear the boot for 3 weeks after your injury.","When should I wear the boot?","Wear the boot when standing and walking for the first 3 weeks; remove it at night and when resting.","boot usage, protect foot, comfort, standing, walking, remove at night, remove at rest, 3 weeks"
Walking and your boot,Consideration for Diabetics,"What special consideration is needed for diabetic patients regarding the boot?","Please tell us if you are diabetic; you may need a specialist boot.","Why might diabetics need a different boot?","Diabetic patients may require a specialist boot, particularly if they have skin or sensation issues.","diabetic patients, specialist boot, skin problems, sensation issues"
Walking and your boot,Weight-bearing Instructions,"Am I allowed to put weight on my foot?","You are allowed to put weight through your foot. You may find it easier to use crutches in the early stages.","What is the recommended approach to weight-bearing?","You can put weight through your foot as tolerated, potentially using crutches initially for ease.","weight-bearing, allowed, crutches, early stages"
Exercises,Importance of Rehabilitation,"Why is rehabilitation important for this injury?","It's important to start exercises as soon as possible. Good rehabilitation will improve your recovery. You can expect some discomfort to start with. Do not continue if the pain gets worse and you cannot tolerate it. Follow the instructions on the next pages.","What is the benefit of starting exercises early?","Starting exercises early improves recovery and prevents discomfort from stiffness.","rehabilitation, start exercises early, improve recovery, prevent discomfort, prevent stiffness"
Follow-up,Appointment Information,"Is a follow-up appointment necessary for this injury?","Follow-up appointments are not usually needed for this injury. Patients usually recover well with self-management.","Will I need to come back to the hospital for follow-up?","No, follow-up appointments are typically not required as patients usually recover well with self-management.","follow-up appointments, not needed, self-management, patients usually recover well"
Follow-up,When to Contact the Team,"When should I contact the VFC team about my injury?","But please contact our team if: you still have significant pain and swelling after 3 months.","What symptoms warrant contacting the VFC?","Significant pain and swelling persisting after 3 months should prompt contact.","contact the VFC, significant pain, significant swelling, after 3 months"
Caring for your injury: weeks 1 to 6,Boot and Rest,"What should I do with the boot and during rest in the first 1-6 weeks?","Remember to wear your boot whenever standing and walking. You can remove the boot when resting, at night and to wash and dress. Wear a long sock in your boot.","What are the instructions regarding boot and rest?","Wear the boot for standing/walking, remove for rest/night/washing, and wear a long sock.","boot usage, rest, standing, walking, remove boot, wash and dress, long sock"
Caring for your injury: weeks 1 to 6,Cold Pack Application,"How should I apply cold packs in the first 1-6 weeks?","Using a cold pack will help with your pain and swelling. Use an ice pack or bag of frozen peas wrapped in a damp towel, put this on your foot for up to 15 minutes every few hours, and make sure the ice is not in direct contact with your skin.","What are the guidelines for using cold packs?","Use an ice pack or frozen peas, wrapped in a damp towel, for up to 15 minutes every few hours, avoiding direct skin contact.","cold pack application, pain and swelling, ice pack, frozen peas, damp towel, 15 minutes, every few hours, direct skin contact"
Caring for your injury: weeks 1 to 6,Rest and Elevation,"What are the instructions for rest and elevation in weeks 1-6?","Try to rest your foot, especially in the first 24 to 72 hours. Raise your foot on a stool or cushions so it is above the level of your hip. This will help to reduce your swelling.","How should I manage rest and elevation?","Rest your foot, especially initially (24-72 hours), and elevate it above hip level to reduce swelling.","rest and elevation, foot, 24-72 hours, stool or cushions, above hip level, reduce swelling"
Exercise,Importance and Guidelines,"Why is exercise important, and what are the guidelines?","It's important to move your ankle and foot as soon as you can. This promotes circulation and reduces the risk of developing a blood clot (deep vein thrombosis). Do these exercises 3 to 4 times a day. Start straight away. You do not need to push into pain.","What are the benefits of these exercises?","They promote circulation, reduce DVT risk, and should be done 3-4 times daily without causing excessive pain.","exercise importance, ankle and foot movement, circulation, reduce DVT risk, blood clot, 3-4 times a day, do not push into pain"
Exercise,Ankle Flexion/Extension,"What is the ankle flexion/extension exercise?","Point your foot up and down. Repeat 10 times.","How do I perform this exercise?","Point your foot upwards and downwards within a comfortable range, repeating 10 times.","Ankle Flexion/Extension, point foot up and down, repeat 10 times"
Exercise,Foot Eversion,"What is the foot eversion exercise?","With your heels together, move your toes apart to turn the foot outwards. Repeat 10 times. Do this movement gently so you remain comfortable.","How do I perform the foot eversion exercise?","Keep heels together, move toes apart gently, repeating 10 times to turn the foot outwards.","Foot Eversion, heels together, move toes apart, turn foot outwards, repeat 10 times, gently"
Exercise,Ankle Circles,"What is the ankle circles exercise?","Make gentle circles with your foot in one direction and then the other direction. Repeat 10 times.","How do I do ankle circles?","Make gentle circles with your foot in both directions, repeating 10 times for each direction.","Ankle Circles, gentle circles, one direction, other direction, repeat 10 times"
Caring for your injury: weeks 3 to 12,Weaning off the Boot,"When should I stop wearing the boot?","It is now 3 weeks since your injury. You need to stop wearing your boot all the time. This is so you can gradually get used to not needing it. Stop using it around your own home first. But keep wearing it for longer distances. Aim to be walking without your boot by 6 to 8 weeks after injury.","What is the recommended timeline for stopping boot use?","Stop wearing the boot all the time after 3 weeks, gradually phasing it out at home and for longer walks, aiming to be boot-free by 6-8 weeks.","weaning off the boot, stop wearing boot, gradually, around home, longer distances, walking without boot, 6-8 weeks"
Caring for your injury: weeks 3 to 12,Expected Symptoms,"What symptoms might persist between weeks 3 and 12?","You can expect mild discomfort and swelling. This may continue for up to 6 months.","What level of discomfort and swelling is expected?","Mild discomfort and swelling are expected and may continue for up to 6 months.","expected symptoms, mild discomfort, swelling, up to 6 months"
Activity and exercise,Rehabilitation Guidelines,"What are the general rehabilitation guidelines for this injury?","Keep doing your exercises until you have recovered full movement in your foot. Gradually increase your level of activity. You should avoid impact activity for 3 months. This includes running, jumping and dancing.","What activities should be avoided for 3 months?","Impact activities like running, jumping, and dancing should be avoided for 3 months.","rehabilitation guidelines, full movement, gradually increase activity, avoid impact activity, running, jumping, dancing"
Frequently asked questions,Difficulty walking in the boot,"What should I do if I find it hard to walk in my boot?","It's hard for me to walk in my boot. What do I do? The boot has a thicker sole than normal shoes. This can make you feel uneven. Make sure you wear a supportive shoe or trainer on your uninjured foot. This will reduce stress on other joints. For more advice, contact the VFC.","What can I do if walking in the boot feels uneven?","Wear a supportive shoe or trainer on your uninjured foot to compensate for the boot's thicker sole.","difficulty walking in boot, uneven feeling, supportive shoe, trainer, uninjured foot, VFC advice"
Frequently asked questions,Wearing a boot with diabetes,"What precautions should diabetic patients take regarding the boot?","I am diabetic. Is it ok for me to wear a boot? If you are diabetic, please contact us to discuss your boot. This is particularly important if you have problems with your skin or sensation. We may provide you with a specialist diabetic boot.","Why should diabetics contact the VFC about the boot?","Diabetic patients should contact the VFC to discuss boot use, especially if they have skin or sensation issues, as a specialist boot may be needed.","diabetic patients, wearing a boot, skin problems, sensation problems, specialist diabetic boot"
Frequently asked questions,Returning to driving,"When can I resume driving after this injury?","You can return to driving when: you are no longer using your boot, you can walk comfortably and, you can perform an emergency stop pain free. Always test how well you can drive in a safe place first.","What are the criteria for returning to driving?","You can drive when you are boot-free, can walk comfortably, and can perform an emergency stop without pain.","returning to driving, no longer using boot, walk comfortably, emergency stop pain-free"
Frequently asked questions,Getting a 'fit note' for work,"How do I obtain a 'fit note' for work?","Ask your GP for a 'fitness for work' statement. You can give this to your employer.","Where can I get a 'fit note'?","Ask your GP for a 'fitness for work' statement to provide to your employer.","fit note, work, GP, fitness for work statement"
Frequently asked questions,Returning crutches and boot,"What should I do with my crutches and boot when I no longer need them?","Please return your crutches to the fracture clinic or to A&E. They can be refurbished and reused. Your boot cannot be used again, so you do not need to return it.","How should I dispose of or return the equipment?","Return crutches to the clinic for reuse; the boot cannot be reused and does not need returning.","return crutches, return boot, fracture clinic, A&E, refurbished, reused"
Contact the VFC,Contact Information,"How can I contact the VFC if I have concerns?","We're here to help if you've got concerns about your injury, symptoms or exercises. Call us on 077 7455 5354 (Monday to Friday between 09.00 and 17.00). Or you can email imperial.vfc@nhs.net.","What are the contact details for the VFC?","Call 077 7455 5354 (Mon-Fri, 09:00-17:00) or email imperial.vfc@nhs.net.","contact the VFC, concerns, injury, symptoms, exercises, phone number, email address"
Contact the VFC,When to Contact Us,"Under what circumstances should I contact the VFC?","So, please contact us if: you still have significant pain and swelling after 3 months.","What specific symptoms warrant contacting the VFC?","Contact the VFC if you have significant pain and swelling persisting after 3 months.","when to contact, significant pain, significant swelling, after 3 months"
How do I make a comment about my visit?,Patient Advice and Liaison Service (PALS),"How can I provide feedback or make a comment about my visit?","We aim to provide the best possible service. Staff will be happy to answer your questions. So, if you have suggestions or comments about your visit, please talk to a member of staff. Or you can contact the patient advice and liaison service (PALS). Call 020 3312 7777 (10.00 – 16.00, Monday to Friday) or email PALS at imperial.pals@nhs.net.","Who can I contact for suggestions or comments?","Talk to a staff member, or contact PALS at 020 3312 7777 or imperial.pals@nhs.net.","feedback, comments, suggestions, staff, Patient Advice and Liaison Service, PALS, contact number, email"
How do I make a comment about my visit?,Complaints Department,"How do I make a formal complaint?","Or, to complain, contact our complaints department: Call 020 3312 1337 / 1349 or email: ICHC-tr.Complaints@nhs.net. Or write to: Complaints department, fourth floor, Salton House, St Mary's Hospital, Praed Street, London W2 1NY.","What are the contact details for the complaints department?","Call 020 3312 1337 / 1349, email ICHC-tr.Complaints@nhs.net, or write to the Complaints Department at St Mary's Hospital.","formal complaint, complaints department, contact number, email, postal address"
Alternative formats,Accessibility Options,"What accessibility options are available for this leaflet?","This leaflet can be provided on request in large print or easy read, as a sound recording, in Braille or in alternative languages. Please email the communications team: imperial.communications@nhs.net.","How can I request the leaflet in a different format?","Email the communications team at imperial.communications@nhs.net to request it in large print, easy read, audio, Braille, or another language.","alternative formats, accessibility, large print, easy read, sound recording, Braille, alternative languages, email communications team"
General Information,Source,"What is the source of this information?","Emergency Department, Oxford University Hospitals NHS Foundation Trust.","Where does this information come from?","The information originates from the Emergency Department of Oxford University Hospitals NHS Foundation Trust.","source, Emergency Department, Oxford University Hospitals NHS Foundation Trust"
What a base of 5th metatarsal fracture?,Definition,"What is a base of 5th metatarsal fracture?","You have a fractured bone on the outer part of your foot. The long bones in your foot are called metatarsals. They are numbered from 1 to 5. This fracture is at the base of the 5th metatarsal, which is where the name comes from.","What bone is affected in this fracture?","The fracture is in the base of the 5th metatarsal, a long bone on the outside of the foot.","base of 5th metatarsal fracture, fractured bone, outer part of foot, metatarsals, 5th metatarsal"
What a base of 5th metatarsal fracture?,Treatment Consideration,"Do I need a plaster cast for this fracture?","The break has occurred in a part of the bone that normally heals without a problem, so you won't need to have a plaster cast.","Is a plaster cast required for this fracture?","No, a plaster cast is not needed because this type of fracture usually heals without issues.","plaster cast, not needed, normally heals without problem"
Swelling and pain,Symptom Progression,"What symptoms should I expect after this fracture?","The pain, tenderness and swelling you are experiencing should gradually settle over a period of several weeks. You may find it difficult to walk during this time due to the pain, so you might find it easier to put weight through your heel to start with.","How long will the pain and swelling last?","Pain, tenderness, and swelling should gradually settle over several weeks, potentially making walking difficult initially.","swelling, pain, tenderness, gradually settle, several weeks, difficult to walk, heel weight bearing"
Recommended treatment,Walking and Footwear,"How should I walk and what footwear should I use?","You can walk on your injured foot as much as your pain allows. We recommend you wear a shoe with good support whilst your injury heals. You should gradually be able to start wearing other footwear over three to five weeks, as your pain settles.","What footwear is recommended for healing?","A shoe with good support is recommended, with a gradual transition to other footwear over three to five weeks as pain subsides.","walking, footwear, injured foot, good support, gradually wear other footwear, pain settles"
Recovery time,Expected Timeline,"What is the typical recovery time for this injury?","Most base of 5th metatarsal injuries heal without any problems. However, it may take several months for your symptoms to settle completely.","How long until symptoms fully resolve?","While most injuries heal without problems, symptoms may take several months to completely resolve.","recovery time, heal without problems, symptoms settle completely, several months"
Possible complications,Failure to Heal and Follow-up,"What happens if the fracture fails to heal?","Occasionally the fracture may fail to heal and will continue to be painful, even after several months. If this happens, you may need an operation to help heal the fracture. If you are still experiencing significant symptoms after eight weeks, please contact the New Patient Clinic for an appointment.","When should I seek further medical attention for non-healing?","If you have significant symptoms after eight weeks, contact the New Patient Clinic for an appointment.","failure to heal, painful fracture, operation needed, significant symptoms, New Patient Clinic, appointment"
Management of your injury,Painkillers,"What painkillers should I take?","Take regular painkillers, to help you move more easily and gently exercise your injured limb. Paracetamol is ideal. If paracetamol does not help, you may need a stronger painkiller, such as codeine. Codeine is only available on prescription; however you can buy a combination of paracetamol with codeine over the counter of any pharmacy. Please speak to the pharmacist for extra advice. Please read and follow the dosage instructions on the packet carefully. If you require a stronger pain relief, please contact your own GP for a prescription.","Which painkillers are recommended?","Paracetamol is ideal; if it's insufficient, consider paracetamol with codeine, available over-the-counter or by prescription from your GP for stronger relief.","painkillers, regular painkillers, move more easily, gently exercise, Paracetamol, codeine, pharmacist advice, dosage instructions, GP prescription"
Management of your injury,Rest,"How should I rest my injured limb?","Rest your injured limb for the next 24 - 48 hours, with your foot elevated (raised up). Continue to gently move your injured ankle and foot, to prevent stiffness.","What are the immediate steps for resting the injury?","Rest the limb for 24-48 hours with the foot elevated, and continue gentle ankle and foot movement.","rest, injured limb, 24-48 hours, foot elevated, gently move ankle, prevent stiffness"
