```csv
topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Slipped Capital Femoral Epiphysis (SCFE),Management Principles,"What are the management goals for SCFE?","Management goals are to prevent slip progression and avoid complications.","What are the primary treatment modalities?","Stable SCFE is typically treated with in situ pinning, while unstable SCFE requires urgent fixation, often with in situ pinning, or sometimes surgical dislocation and reduction.","SCFE management goals, prevent slip progression, avoid complications, in situ pinning, surgical dislocation, reduction"
Complications and Morbidity of SCFE,Potential Complications,"What are the potential complications of SCFE?","Complications include chondrolysis (due to screw/wire penetration), fracture, avascular necrosis (AVN, especially in unstable slips or aggressive reduction), and CAM impingement leading to early osteoarthritis.","What specific complication can arise from surgical hardware?","Chondrolysis can occur due to screw or wire penetration into the joint.","complications, morbidity, SCFE, chondrolysis, screw penetration, wire penetration, fracture, avascular necrosis, AVN, CAM impingement, osteoarthritis"
Complications and Morbidity of SCFE,Post-Treatment Management,"What is the post-treatment management for SCFE?","After treatment, patients are kept non-weight bearing for 6-12 weeks and followed until skeletal maturity to monitor for contralateral SCFE.","How long is the non-weight bearing period?","Patients are kept non-weight bearing for 6 to 12 weeks post-operatively.","post-treatment management, non-weight bearing, skeletal maturity, contralateral SCFE"
Useful Tables: Graf Classification of DDH,Classification Parameters,"What are the parameters used in Graf's classification of DDH?","Graf's classification uses the alpha angle (bony acetabular coverage) and beta angle (cartilaginous coverage).","What do these angles represent?","The alpha angle measures the bony coverage of the femoral head, while the beta angle assesses the cartilaginous coverage.","Graf's classification, DDH, alpha angle, beta angle, bony acetabular coverage, cartilaginous coverage"
Useful Tables: Graf Classification of DDH,Classifications and Application,"What are the types in Graf's classification?","Type 1 is normal, Type 2 is borderline, Type 3 is subluxated, and Type 4 is dislocated.","How is this classification applied in practice?","It aids in early diagnosis and management, typically with a Pavlik harness for reducible hips.","Type 1, Type 2, Type 3, Type 4, early diagnosis, management, Pavlik harness, reducible hips"
Useful Tables: Perthes Disease - Herring Lateral Pillar Height,Classification Stages,"What are the stages in Herring's classification of Perthes disease?","Herring's classification assesses lateral pillar height: Stage A (normal), B (>50% height), B/C (50% with physeal narrowing), and C (<50% height).","What does lateral pillar height indicate?","It is a key prognostic indicator, as lateral pillar collapse significantly impacts the final shape of the femoral head and the risk of early osteoarthritis.","Herring's classification, Perthes disease, lateral pillar height, Stage A, Stage B, Stage B/C, Stage C, prognostic indicator, lateral pillar collapse, femoral head shape, early osteoarthritis"
Useful Tables: Sufe Severity (Southwick Angle),Quantifying Severity,"How is SUFE severity quantified?","The Southwick angle quantifies the severity of Slipped Capital Femoral Epiphysis (SUFE) by measuring the difference in the lateral epiphyseal angle between the affected and unaffected hips.","What are the severity classifications based on the Southwick angle?","Mild is <30 degrees, moderate is 30-50 degrees, and severe is >50 degrees.","SUFE severity, Southwick angle, lateral epiphyseal angle, mild, moderate, severe"
Useful Tables: Sufe Severity (Southwick Angle),Impact on Management,"How does the Southwick angle influence management?","This angle influences prognosis and management decisions, with higher degrees of slip associated with poorer outcomes and increased AVN risk.","What is the relationship between slip severity and complications?","Higher slip severity is linked to poorer outcomes and an increased risk of avascular necrosis (AVN).","prognosis, management, poorer outcomes, AVN risk, slip severity"
Useful Tables: SUFE Severity (Southwick Angle),Classification and Prognosis,"How is SUFE severity classified using the Southwick angle?","The Southwick angle quantifies SUFE severity based on the difference in lateral epiphyseal angle between hips: Mild (<30°), Moderate (30-50°), and Severe (>50°).","What is the prognostic significance of these classifications?","These classifications guide management, with higher degrees of slip associated with poorer outcomes and increased AVN risk.","SUFE severity, Southwick angle, lateral epiphyseal angle, mild, moderate, severe, prognosis, poorer outcomes, AVN risk"
Acceptable C-Spine Radiographic Measurements,Key Parameters,"What are the acceptable C-spine radiographic measurements for assessing stability?","Acceptable measurements include ADI <5mm (child) or <3-5mm (adult), PADI/SAC <14mm, Powers ratio <1, and Torg ratio <0.8.","What do these measurements indicate?","Deviations can indicate instability, stenosis, or ligamentous injury, guiding management decisions.","C-spine measurements, stability, ADI, PADI, SAC, Powers ratio, Torg ratio, instability, stenosis, ligamentous injury"
Acceptable C-Spine Radiographic Measurements,Importance of Measurement,"Why are these C-spine measurements crucial?","They are crucial for assessing spinal stability and guiding surgical intervention.","What happens if these values are abnormal?","Abnormal values can suggest cervical spine instability or stenosis, requiring further evaluation and potential surgical management.","spinal stability, surgical intervention, instability, stenosis, myelopathy"
Adolescent Idiopathic Scoliosis (AIS),Definition,"What is Adolescent Idiopathic Scoliosis (AIS)?","AIS is a common spinal deformity characterized by a lateral curvature of the spine that appears during adolescence and has no known cause.","What are the main features of AIS?","It typically presents as a three-dimensional deformity of the spine, affecting the coronal, sagittal, and axial planes.","Adolescent Idiopathic Scoliosis, AIS, spinal deformity, lateral curvature, adolescence, idiopathic"
Atlanto-Occipital Dissociation and Atlanto-Axial Instability,Definitions and Risks,"What is atlanto-occipital dissociation?","Atlanto-occipital dissociation is a potentially unstable injury in children with a high mortality rate (50%).","What is atlanto-axial instability?","Atlanto-axial instability refers to abnormal motion between the first and second cervical vertebrae (C1-C2).","Atlanto-occipital dissociation, Atlanto-axial instability, unstable injury, mortality rate, C1-C2 instability"
Atlanto-Occipital Dissociation and Atlanto-Axial Instability,Assessment Parameters,"How is atlanto-axial instability assessed?","Atlanto-axial AP instability is assessed by the Atlanto-Dental Interval (ADI), with >5mm in children <8 years or >3mm in children >8 years considered abnormal.","What other parameter is used?","The Space Available for the Cord (SAC) should be >13mm.","atlanto-axial instability, Atlanto-Dental Interval, ADI, Space Available for the Cord, SAC"
Atlanto-Occipital Dissociation and Atlanto-Axial Instability,Steel's Rule of Thirds,"What is Steel's rule of thirds?","Steel's rule of thirds describes the normal proportions of the spinal cord, odontoid process, and cerebrospinal fluid in the upper cervical spine.","What does this rule help in understanding?","It helps assess the potential for spinal cord compression in cases of instability or malalignment.","Steel's rule of thirds, spinal cord, odontoid process, cerebrospinal fluid, upper cervical spine, spinal cord compression"
Clinical and Radiographic Evaluation of Scoliosis,Clinical Assessment,"What does a clinical assessment of scoliosis involve?","Clinical assessment involves checking for asymmetry in shoulders, leg lengths, pelvic tilt, and rib prominence. The Adam's forward bend test is used to assess for a rib hump.","What specific asymmetries are looked for?","Asymmetries in shoulder height, iliac crest height, leg length, and waist contour are assessed.","clinical assessment, scoliosis, asymmetry, shoulders, leg lengths, pelvic tilt, rib prominence, Adam's test, rib hump"
Clinical and Radiographic Evaluation of Scoliosis,Radiographic Assessment,"What radiographic evaluations are performed for scoliosis?","Radiographic evaluation includes standing AP and lateral X-rays of the entire spine, along with bending films to assess curve flexibility.","When is MRI indicated?","MRI is indicated for any neurological findings, unusual curve patterns, or infantile/juvenile scoliosis.","radiographic evaluation, standing X-rays, AP, lateral, bending films, curve flexibility, MRI, neurological findings, unusual curve patterns, infantile scoliosis, juvenile scoliosis"
Clinical and Radiographic Evaluation of Scoliosis,Skeletal Maturity Assessment,"How is skeletal maturity assessed in scoliosis evaluation?","Skeletal maturity is assessed using Risser sign, Tanner stages, and triradiate cartilage closure.","What do these indicators represent?","These indicators help predict remaining growth potential, which is crucial for treatment decisions.","skeletal maturity, Risser sign, Tanner stages, triradiate cartilage closure, growth potential"
Complications of Scoliosis Surgery,Potential Risks,"What are the potential complications of scoliosis surgery?","Complications can include the crankshaft phenomenon, neurologic injury (rare), curve progression, pseudoarthrosis, pancreatitis, superior mesenteric artery occlusion, and thromboembolism.","What is the crankshaft phenomenon?","The crankshaft phenomenon occurs when the anterior growth plate closes prematurely while the posterior instrumentation continues to grow, causing a rotational deformity.","scoliosis surgery complications, crankshaft phenomenon, neurologic injury, curve progression, pseudoarthrosis, pancreatitis, SMA occlusion, thromboembolism"
Congenital Kyphosis,Etiology and Progression Risk,"What causes congenital kyphosis?","Congenital kyphosis results from vertebral anomalies, including failures of formation, segmentation, or a combination of both.","Which type has the highest risk of progression?","Type 1, characterized by failure of formation, has the highest risk of progression and neurological injury.","congenital kyphosis, vertebral anomalies, failure of formation, failure of segmentation, progression risk, neurological injury"
Congenital Kyphosis,Management Guidelines,"How is congenital kyphosis managed?","Management involves observation for Type 2 curves, while operative intervention (posterior fusion, anterior decompression) is indicated for neurological deficits, progressive curves, or those exceeding 50 degrees in young children.","What triggers operative intervention?","Operative intervention is considered for neurological deficits, progressive curves, or kyphosis exceeding 50 degrees in young children.","management, observation, operative intervention, posterior fusion, anterior decompression, neurological deficits, progressive curves"
Congenital Scoliosis Etiology,Causes of Curvature,"What causes congenital scoliosis?","Congenital scoliosis results from failures in vertebral formation (hemivertebra, wedge vertebra), segmentation (unilateral or complete bars), or a combination of both, leading to uneven spinal growth.","What are the primary vertebral malformations?","These include hemivertebrae, wedge vertebrae, and unsegmented bars.","congenital scoliosis, etiology, vertebral formation, vertebral segmentation, hemivertebra, wedge vertebra, unilateral bar, complete bar, uneven spinal growth"
Congenital Scoliosis Etiology,Associated Anomalies,"What other congenital anomalies are often associated with congenital scoliosis?","Associations with other congenital anomalies, such as VATER/VACTERL syndrome, and intraspinal anomalies like diastematomyelia or tethered cord, are common and necessitate thorough workup.","Why is thorough workup important?","Thorough workup is necessary to identify and manage associated systemic and neurological conditions.","associated anomalies, VATER/VACTERL syndrome, intraspinal anomalies, diastematomyelia, tethered cord, thorough workup"
Congenital Scoliosis Management,Bracing Effectiveness,"Is bracing effective for congenital scoliosis?","Non-operative management, such as bracing, is generally ineffective for congenital scoliosis due to the fixed bony deformities.","What are the preferred treatment approaches?","Operative management typically involves posterior instrumented fusion, potentially with anterior fusion for young patients or severe curves to prevent the crankshaft phenomenon. Other surgical options include bar excision or hemivertebra excision.","bracing, ineffective, congenital scoliosis, fixed bony deformities, operative management, posterior instrumented fusion, anterior fusion, crankshaft phenomenon, bar excision, hemivertebra excision"
Diastematomyelia,Definition and Location,"What is diastematomyelia?","Diastematomyelia involves a split in the spinal cord by a fibrous or osseous bar, often in the lumbar spine.","What are the consequences of this split?","It can cause cord tethering, leading to scoliosis or kyphosis.","diastematomyelia, split spinal cord, fibrous bar, osseous bar, lumbar spine, cord tethering, scoliosis, kyphosis"
Diastematomyelia,Diagnosis and Surgical Recommendation,"How is diastematomyelia diagnosed?","X-rays may show interpedicular widening, and MRI confirms the diagnosis.","What is the surgical recommendation for diastematomyelia?","Excision of the bar is recommended prior to deformity correction to prevent neurological compromise.","diagnosis, X-rays, interpedicular widening, MRI, surgical recommendation, bar excision, neurological compromise"
Idiopathic Scoliosis: Risk Factors and Progression,Progression Predictors,"What factors influence the progression of idiopathic scoliosis?","Progression is influenced by curve magnitude, Risser sign (skeletal immaturity), and Rib-Vertebra Angle Difference (RVAD).","What curve characteristics indicate a higher risk of progression?","Curves >25 degrees in skeletally immature patients or those with RVAD >20 degrees have a higher risk of progression.","idiopathic scoliosis, progression, risk factors, curve magnitude, Risser sign, skeletal immaturity, Rib-Vertebra Angle Difference, RVAD"
Idiopathic Scoliosis: Risk Factors and Progression,Early Onset Concerns,"What are the concerns with early onset idiopathic scoliosis?","Early onset AIS necessitates vigilant monitoring due to the longer growth potential, increasing the risk of significant curve progression.","Why is monitoring particularly important for early onset cases?","The extended period of growth increases the likelihood of the curve worsening over time.","early onset AIS, vigilant monitoring, longer growth potential, curve progression"
Incidence of Concurrent Spinal Trauma in C-Spine Fractures,Associated Injuries,"What is the incidence of concurrent spinal trauma with C-spine fractures?","Spinal trauma is frequently associated with cervical spine fractures. The risk of concurrent injury decreases with level: C1 fractures have a 50% risk, C2 around 30%, and C3 around 20%.","What does this incidence imply for patient management?","This highlights the importance of a complete spinal assessment in patients with cervical spine injuries.","concurrent spinal trauma, C-spine fractures, associated injuries, C1 fracture, C2 fracture, C3 fracture, complete spinal assessment"
Intervertebral Disc Calcification and Down's Syndrome in Paediatric Spine,Disc Calcification,"What is intervertebral disc calcification in children?","Intervertebral disc calcification is an idiopathic, self-limiting condition in children causing neck pain and reduced ROM.","What is the typical course of this condition?","It is generally self-limiting, meaning it resolves on its own over time.","intervertebral disc calcification, idiopathic, self-limiting, neck pain, reduced ROM"
Intervertebral Disc Calcification and Down's Syndrome in Paediatric Spine,Down's Syndrome and Spinal Instability,"How is Down's syndrome related to paediatric spinal issues?","Down's syndrome (Trisomy 21) can be associated with atlantoaxial and atlanto-occipital instability.","What is the recommended approach for these patients?","Screening and treatment are indicated for symptomatic or severely unstable cases.","Down's syndrome, Trisomy 21, atlantoaxial instability, atlanto-occipital instability, screening, treatment, symptomatic cases, severely unstable cases"
Klippel-Feil Syndrome,Definition and Features,"What is Klippel-Feil syndrome?","Klippel-Feil syndrome results from failure of cervical spine segmentation, leading to a stiff neck, low hairline, and webbed neck (in <50% of cases).","What are the characteristic features?","Key features include a short neck, limited neck motion, and a low posterior hairline.","Klippel-Feil syndrome, failure of cervical spine segmentation, stiff neck, low hairline, webbed neck"
Klippel-Feil Syndrome,Associated Anomalies and Management,"What other anomalies are associated with Klippel-Feil syndrome?","It is associated with congenital scoliosis, Sprengel's shoulder, renal, and cardiac anomalies.","What is the typical management approach?","Management is usually supportive, but cervical decompression and stabilization are necessary for myelopathy.","associated anomalies, congenital scoliosis, Sprengel's shoulder, renal anomalies, cardiac anomalies, supportive management, cervical decompression, stabilization, myelopathy"
Management of Adolescent Idiopathic Scoliosis (AIS),Treatment Goals,"What are the goals of managing Adolescent Idiopathic Scoliosis (AIS)?","Management goals are to prevent progression, correct deformity, and improve spinal balance and cosmesis.","What specific aims are targeted?","The primary aims are to halt curve progression and restore proper spinal alignment and appearance.","AIS management goals, prevent progression, correct deformity, spinal balance, cosmesis"
Management of Adolescent Idiopathic Scoliosis (AIS),Bracing and Surgical Indications,"When is bracing used for AIS?","Bracing is used for curves between 25-40 degrees to slow progression.","When is spinal fusion recommended?","Spinal fusion with instrumentation is recommended for curves greater than 40-50 degrees.","bracing, curves 25-40 degrees, spinal fusion, instrumentation, curves >40-50 degrees"
Management of Adolescent Idiopathic Scoliosis (AIS),Surgical Approaches,"What are the primary surgical approaches for AIS?","Posterior spinal fusion is the primary approach, with anterior instrumentation added for severe, stiff curves or in younger patients to prevent the 'crankshaft phenomenon'.","What about younger children with significant growth remaining?","Growing rods may be used in younger children with significant remaining growth potential.","posterior spinal fusion, anterior instrumentation, severe curves, stiff curves, younger patients, crankshaft phenomenon, growing rods"
Management of Pediatric Cervical Spine Trauma,Initial Management,"What is the initial management for pediatric cervical spine trauma?","Management includes maintaining blood pressure, advanced imaging, spinal immobilization for 3 months, and activity restriction for an additional 3 months.","What is the duration of immobilization and restriction?","Spinal immobilization is for 3 months, followed by activity restriction for another 3 months.","pediatric cervical spine trauma, initial management, blood pressure, advanced imaging, spinal immobilization, activity restriction"
Management of Pediatric Cervical Spine Trauma,Outcome Predictors,"What determines the outcome of pediatric cervical spine trauma?","Outcomes are poor if the injury is complete but reasonable if partial.","What is the key factor influencing prognosis?","The extent of neurological deficit (complete vs. partial injury) is the main predictor of outcome.","outcome, complete injury, partial injury, prognosis, neurological deficit"
Modes of Injury in Pediatric Cervical Spine Trauma,Types of Injuries,"What are the common modes of injury in pediatric cervical spine trauma?","Pediatric cervical spine injuries manifest as fractures, fracture-subluxations, subluxations, or SCIWORA (Spinal Cord Injury Without Radiologic Abnormality).","How do injury patterns vary with age?","Patterns vary with age: children over 8 years often present with adult-like subaxial injuries, while younger children (<8 years) are more prone to axial injuries, subluxations, and end-plate fractures due to their unique spinal biomechanics.","modes of injury, pediatric cervical spine trauma, fractures, fracture-subluxations, subluxations, SCIWORA, age variation, subaxial injuries, axial injuries, end-plate fractures, spinal biomechanics"
Morquio's Syndrome and Torticollis in Paediatric Spine,Morquio's Syndrome and Instability,"How does Morquio's syndrome affect the spine?","Morquio's syndrome, a mucopolysaccharidosis, has a 100% incidence of atlantoaxial instability due to odontoid hypoplasia, with a higher risk of cord injury than in Down's syndrome.","What is the management for this instability?","It often requires stabilization.","Morquio's syndrome, mucopolysaccharidosis, atlantoaxial instability, odontoid hypoplasia, cord injury, Down's syndrome, stabilization"
Morquio's Syndrome and Torticollis in Paediatric Spine,Torticollis Types and Management,"What is torticollis?","Torticollis is a head tilt with chin rotation, which can be acute (muscle spasm, usually self-limiting) or congenital (due to occipitocervical anomalies).","What is the most common orthopaedic cause of torticollis, and how is it treated?","Muscular torticollis, the most common orthopaedic cause, results from sternocleidomastoid (SCM) contracture and is treated with physiotherapy or SCM release.","torticollis, head tilt, chin rotation, acute torticollis, congenital torticollis, muscular torticollis, SCM contracture, physiotherapy, SCM release"
Neurofibromatosis and Spinal Deformity,Spinal Manifestations,"How does neurofibromatosis affect the spine?","Neurofibromatosis commonly affects the spine, causing kyphoscoliosis, vertebral scalloping, and foraminal widening. Dystrophic forms are more aggressive.","What are the key spinal findings in neurofibromatosis?","Common findings include kyphoscoliosis, vertebral scalloping, and foraminal widening.","neurofibromatosis, spinal deformity, kyphoscoliosis, vertebral scalloping, foraminal widening, dystrophic forms"
Neurofibromatosis and Spinal Deformity,Associated Anomalies and Management,"What intraspinal anomalies are frequent in neurofibromatosis?","Intraspinal anomalies are frequent, requiring MRI.","How is spinal deformity in neurofibromatosis managed?","Management is similar to AIS but more aggressive for dystrophic types, with a higher pseudoarthrosis rate after surgery.","intraspinal anomalies, MRI, spinal deformity management, AIS, aggressive management, dystrophic types, pseudoarthrosis"
Neuromuscular Scoliosis Management Principles,Treatment Goals,"What are the primary goals of managing neuromuscular scoliosis?","Neuromuscular scoliosis requires individualized treatment aims, generally focusing on maintaining sitting balance, preventing curve progression, and avoiding thoracic complications.","What are the key objectives of care?","Maintaining sitting balance, preventing curve progression, and avoiding thoracic compromise are crucial.","neuromuscular scoliosis, management principles, treatment goals, sitting balance, curve progression, thoracic complications"
Neuromuscular Scoliosis Management Principles,Non-Surgical and Surgical Options,"When is non-surgical bracing considered for neuromuscular scoliosis?","Non-surgical bracing may be suitable for smaller, less aggressive curves with minimal progression.","What is the common surgical approach?","Posterior instrumented fusion is common, often extending to the pelvis, and may require anterior fusion in young patients with severe deformities.","non-surgical bracing, aggressive curves, minimal progression, posterior instrumented fusion, anterior fusion, pelvic fusion"
Neuromuscular Scoliosis Management Principles,Nutritional Considerations,"Why is adequate nutrition crucial for neuromuscular scoliosis surgery?","Adequate nutrition is crucial pre-operatively due to a higher risk of infection.","What are the perioperative nutritional considerations?","Ensuring adequate nutrition preoperatively helps mitigate the increased risk of surgical site infections.","adequate nutrition, pre-operative, infection risk, surgical site infections"
Odontoid Fractures in Children,Mechanism and Presentation,"How do odontoid fractures occur in children?","Odontoid fractures in children can occur through the synchondrosis and may have an intact periosteal sleeve. They typically result from sudden deceleration and flexion in RTA (Road Traffic Accidents).","What is the typical mechanism of injury?","Sudden deceleration and flexion, often in road traffic accidents, are the typical causes.","odontoid fractures, children, synchondrosis, intact periosteal sleeve, sudden deceleration, flexion, RTA"
Odontoid Fractures in Children,Management and Surgical Indications,"What is the management for odontoid fractures in children?","Management involves immobilization in a HALO or Minerva brace for 3 months.","When is surgical stabilization indicated?","Surgical stabilization is indicated for gross instability, inability to reduce closed, or neurological deficit requiring decompression.","management, immobilization, HALO brace, Minerva brace, surgical stabilization, gross instability, inability to reduce, neurological deficit, decompression"
Orthopaedic Classifications: Spondylolisthesis (Wiltse & Myerding),Classification Systems,"What are the classifications for spondylolisthesis?","Spondylolisthesis is classified by Wiltse based on etiology (Dysplastic, Isthmic, Degenerative, Traumatic, Pathologic, Iatrogenic) and by Myerding based on the degree of slippage (Grade 1: 0-25% to Grade 5: >100%).","What are common types and grades?","Isthmic Type 2a (stress fracture of pars) is common, and dysplastic types have a higher risk of progression and neurologic injury.","spondylolisthesis classification, Wiltse classification, Myerding classification, etiology, degree of slippage, Dysplastic, Isthmic, Degenerative, Traumatic, Pathologic, Iatrogenic, Grade 1-5, pars defect, progression risk, neurologic injury"
Os Odontoidum,Definition and Pathology,"What is os odontoidum?","Os odontoidum is a failure of fusion of the odontoid ossification centers, creating a separate ossicle at C1-C2.","What is the underlying pathology?","It's a failure of fusion, leading to a persistent ossicle where the odontoid process should normally be.","os odontoidum, failure of fusion, odontoid ossification centers, separate ossicle, C1-C2"
Os Odontoidum,Consequences and Treatment,"What are the consequences of os odontoidum?","This leads to atlantoaxial instability, potentially causing neurological symptoms, increased ADI, and reduced SAC.","What is the typical treatment?","Treatment typically involves C1-3 fusion to stabilize the cervical spine and prevent cord compression.","atlantoaxial instability, neurological symptoms, increased ADI, reduced SAC, C1-3 fusion, cervical spine stabilization, cord compression"
Paediatric Cervical Spine Abnormalities: Atlantoaxial Instability,Causes and Associations,"What is paediatric atlantoaxial instability?","Atlantoaxial instability, either AP or rotatory, can occur in pediatric cervical spine trauma and is associated with syndromes like Down's or Morquio's.","What syndromes are commonly associated?","Down's syndrome and Morquio's syndrome are commonly associated with this condition.","paediatric atlantoaxial instability, AP instability, rotatory instability, cervical spine trauma, Down's syndrome, Morquio's syndrome"
Paediatric Cervical Spine Abnormalities: Atlantoaxial Instability,Diagnostic Parameters and Surgical Goals,"How is instability diagnosed?","Instability is suspected with ADI >5mm (child) or SAC <13mm.","What is basilar invagination and its implications?","Basilar invagination, migration of the odontoid into the foramen magnum, requires operative stabilization to prevent neurological deficit and spinal cord compression.","ADI, SAC, basilar invagination, odontoid migration, foramen magnum, operative stabilization, neurological deficit, spinal cord compression"
Paediatric Cervical Spine Stability,Factors Affecting Stability,"What factors are important for paediatric cervical spine stability?","Stability depends on the integrity of bony structures, ligaments, and muscles. Developmental differences in children's spines influence stability.","What are these developmental differences?","Children have larger occipital condyles and a higher C1-2 ligamentous laxity compared to adults.","paediatric cervical spine stability, bony structures, ligaments, muscles, developmental differences, occipital condyles, ligamentous laxity"
Paediatric Cervical Spine Trauma: Anatomy and Development,Anatomical Considerations,"What are the key anatomical considerations for pediatric cervical spine trauma?","The anatomy differs from adults, with a higher fulcrum of motion at C2-C3, larger occipital condyles, and ligamentous laxity.","How does pediatric cervical spine anatomy differ from adults?","Children have relatively larger heads and weaker neck muscles, and their C2-3 segment is a common site of injury due to the higher fulcrum of motion.","pediatric cervical spine trauma, anatomy, development, fulcrum of motion, occipital condyles, ligamentous laxity, neck muscles"
Paediatric Cervical Spine Trauma: Anatomy and Development,Developmental Differences,"How do developmental differences affect injury patterns?","These differences, such as the higher fulcrum of motion and ligamentous laxity, predispose younger children to specific injury patterns like axial loading and subluxations.","What specific injury patterns are common in younger children?","Younger children (<8 years) are more prone to axial injuries, subluxations, and end-plate fractures.","developmental differences, injury patterns, axial loading, subluxations, end-plate fractures"
Paediatric Cervical Spine Trauma: Anatomy and Stability,Stability Factors,"What factors contribute to pediatric cervical spine stability?","Stability is maintained by bony anatomy, ligaments (e.g., alar, transverse), and muscular support.","How do these factors differ in children?","Children have different ligamentous laxity and a relative proportion of cartilage to bone compared to adults, influencing stability.","stability factors, bony anatomy, ligaments, muscular support, ligamentous laxity, cartilage, bone proportion"
Paediatric Cervical Spine Trauma: Anatomy and Stability,Instability Assessment,"How is cervical spine instability assessed?","Instability is assessed through radiographic measurements (ADI, SAC, Powers ratio) and clinical examination, looking for neurological deficits or pain.","What radiographic measures are key for assessing instability?","Key measures include the Atlanto-Dental Interval (ADI) and Space Available for the Cord (SAC).","instability assessment, radiographic measurements, ADI, SAC, Powers ratio, clinical examination, neurological deficits"
Paediatric Cervical Spine Trauma: Management and Outcomes,Management Strategies,"What are the primary management strategies for pediatric cervical spine trauma?","Management includes maintaining ABCs (Airway, Breathing, Circulation), imaging, immobilization, and rehabilitation.","What are the goals of management?","The goals are to prevent neurological deterioration, promote healing, and restore function.","management strategies, pediatric cervical spine trauma, ABCs, imaging, immobilization, rehabilitation, neurological deterioration, healing, restore function"
Paediatric Cervical Spine Trauma: Management and Outcomes,Prognosis Factors,"What factors influence the outcome of pediatric cervical spine trauma?","Outcomes are poor if the injury is complete but reasonable if partial. Neurologic status at presentation is a major predictor of outcome.","What is the main predictor of outcome?","The degree of neurological deficit (complete vs. partial) is the primary determinant of the prognosis.","outcome factors, complete injury, partial injury, neurological status, prognosis, predictor"
Paediatric Spine: Scoliosis Classification and Epidemiology,Epidemiology of Scoliosis,"What is the epidemiology of scoliosis in children?","Scoliosis is common, with idiopathic scoliosis being the most prevalent type. Adolescent Idiopathic Scoliosis (AIS) affects 2-3% of adolescents.","What is the most common type of scoliosis?","Adolescent Idiopathic Scoliosis (AIS) is the most common form.","epidemiology, scoliosis, children, idiopathic scoliosis, Adolescent Idiopathic Scoliosis, AIS"
Paediatric Spine: Scoliosis Classification and Epidemiology,Classification Systems,"What are the main classifications of scoliosis?","Scoliosis can be classified by etiology (idiopathic, congenital, neuromuscular), curve pattern (thoracic, lumbar, thoracolumbar), and severity (Cobb angle).","What are the primary categories based on cause?","The main etiological categories are idiopathic, congenital, and neuromuscular.","scoliosis classification, etiology, curve pattern, severity, Cobb angle, idiopathic, congenital, neuromuscular"
Pseudosubluxation in Pediatric Cervical Spine,Definition and Location,"What is pseudosubluxation in the pediatric cervical spine?","Pseudosubluxation is a common anatomical variant, typically occurring at the C2-C3 level in children under 8 years old.","Where does it most commonly occur?","It is most commonly seen at the C2-C3 level in children younger than 8 years old.","pseudosubluxation, pediatric cervical spine, anatomical variant, C2-C3 level, children under 8"
Pseudosubluxation in Pediatric Cervical Spine,Radiographic Characteristics,"What are the radiographic characteristics of pseudosubluxation?","It is characterized by a step of no more than 1mm on the spinolaminar or Swischuk's line, differentiating it from true subluxation which may involve an endplate fracture.","How is it distinguished from true subluxation?","Pseudosubluxation involves a step of up to 1mm on specific radiographic lines, whereas true subluxation is typically greater and may involve bony injury.","radiographic characteristics, step deformity, spinolaminar line, Swischuk's line, true subluxation, endplate fracture"
Sacral Agenesis,Definition and Associated Conditions,"What is sacral agenesis?","Sacral agenesis is the absence of the sacrum and lower lumbar spine, often associated with maternal diabetes.","What are common associated conditions?","It is often associated with maternal diabetes, which can lead to other developmental issues.","sacral agenesis, absence of sacrum, lower lumbar spine, maternal diabetes"
Sacral Agenesis,Clinical Presentation and Management,"What is the characteristic sitting posture in sacral agenesis?","Affected individuals present with a prominent lumbar spine and a characteristic 'Buddha' sitting posture.","What are the management options for sacral agenesis?","Management options include amputation or spinal-pelvic fusion, depending on the extent of the deficiency and functional goals.","clinical presentation, prominent lumbar spine, Buddha sitting posture, management options, amputation, spinal-pelvic fusion, functional goals"
Scheuermann's Kyphosis,Definition and Etiology,"What is Scheuermann's kyphosis?","Scheuermann's kyphosis is a developmental disorder causing excessive thoracic kyphosis (>45°) with wedging of three consecutive vertebrae.","What are the typical symptoms?","It typically presents in adolescent boys with poor posture and back pain.","Scheuermann's kyphosis, developmental disorder, thoracic kyphosis, vertebral wedging, adolescent boys, poor posture, back pain"
Scheuermann's Kyphosis,Definition and Etiology,"What defines Scheuermann's kyphosis?","Scheuermann's kyphosis is defined by a thoracic kyphosis greater than 45 degrees with anterior wedging of at least three consecutive vertebrae by more than 5 degrees.","What is the suspected cause?","It is thought to result from a developmental error in collagen causing disturbed endochondral ossification of the endplates.","Scheuermann's kyphosis definition, thoracic kyphosis, vertebral wedging, collagen, endochondral ossification, endplates"
Scheuermann's Kyphosis,Management Options,"What are the management options for Scheuermann's kyphosis?","Bracing may be used for milder curves near skeletal maturity, while surgery (posterior fusion with osteotomies) is indicated for kyphosis >75° or progressive curves.","When is non-operative management considered?","Non-operative management, such as bracing, may be considered for patients near skeletal maturity with less severe kyphosis and minimal pain.","management, bracing, skeletal maturity, surgery, posterior fusion, osteotomies, kyphosis >75°, progressive curves"
