topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Out of cast ankle exercises,Exercise 1,"How do I perform the first ankle exercise?","Lying or sitting, bend and straighten your ankles briskly. Keeping knees straight stretches the calf. Repeat 10 times.","Describe the first ankle exercise.","Bend and straighten ankles briskly while keeping knees straight for calf stretch, repeating 10 times.","Exercise 1, bend and straighten ankles, keep knees straight, calf stretch"
Out of cast ankle exercises,Exercise 2,"How do I perform the second ankle exercise?","Sitting with your foot on the floor, alternately raise the inner border (big toe) and then the outer border (little toe) of your foot. Repeat 10 times.","Describe the second ankle exercise.","Alternately raise the inner border (big toe side) and outer border (little toe side) of your foot while sitting with it flat on the floor, repeating 10 times.","Exercise 2, raise inner border of foot, raise outer border of foot, keep leg still"
Out of cast ankle exercises,Exercise 3,"How do I perform ankle rotations?","Sitting or lying down, rotate your ankle in both directions. Repeat 10 times.","Describe the third ankle exercise.","Rotate your ankle in one direction, then the other, repeating 10 times each.","Exercise 3, rotate ankle, change directions"
Out of cast ankle exercises,Exercise 4,"How do I perform the ankle stretch with a band or towel?","Sit with one leg straight. Place a band or towel around your foot and gently pull towards you to feel a calf stretch. Repeat 10 times.","Describe the fourth ankle exercise.","Sit with your leg straight, use a band/towel around your foot, and pull towards you to stretch the calf, repeating 10 times.","Exercise 4, ankle stretch, band, towel, calf stretch"
What to expect?,Recovery Expectations,"What should I expect regarding my ankle's recovery?","Your ankle's movement and strength will improve over months. Continue exercises. Mild discomfort during movement is normal if it subsides. You should not drive until ankle movement is good. Return to work when able to perform normal duties.","What is the expected recovery process?","Expect gradual improvement in ankle movement and strength over months, with mild exercise discomfort being normal. Avoid driving until ankle movement is good, and return to work when able.","recovery expectations, movement improvement, strength improvement, months, mild discomfort, avoid driving, return to work"
Contact and Accessibility Information,Queries and Feedback,"Who should I contact if I have questions or feedback about this leaflet?","Contact the Fracture Clinic at 0115 924 9924 Ext: 61260 (Mon-Fri, 8am-5pm) for questions or problems. Email fracturecare@nuh.nhs.uk for initial contact. Provide feedback via www.uhcw.nhs.uk/feedback.","Where can I get help with questions or provide feedback?","Contact the Fracture Clinic (0115 924 9924 Ext: 61260) for questions, or the PALS team for feedback.","contact information, questions, feedback, Fracture Clinic, PALS, email"
Contact and Accessibility Information,Alternative Formats,"How can I request this leaflet in a different format?","Contact 0800 073 0510 if you need this information in another format such as audio tape, computer disk, Braille, large print, high contrast, British Sign Language, or another language.","What accessibility options are available for this leaflet?","The leaflet can be provided in audio tape, computer disk, Braille, large print, high contrast, British Sign Language, or other languages by calling 0800 073 0510.","alternative formats, accessibility, audio tape, computer disk, Braille, large print, high contrast, British Sign Language, other languages, phone number"
Introduction,Purpose of Information Sheet,"What is the purpose of this information sheet?","This information sheet provides general information about ankle fractures, hospital stay, and rehabilitation exercises after cast or boot removal.","What information is provided in this leaflet?","It offers general guidance on ankle fracture management, hospital stay, and rehabilitation exercises.","purpose of information sheet, general information, ankle fracture, hospital stay, rehabilitation exercises"
Anatomy,Bones of the Ankle Joint,"What bones make up the ankle joint?","The ankle joint comprises four bones: the tibia, fibula (lower leg bones), talus (ankle bone), and calcaneus (heel bone).","What are the anatomical components of the ankle joint?","The ankle joint is formed by the tibia, fibula, talus, and calcaneus.","anatomy, ankle joint, bones, tibia, fibula, talus, calcaneus"
Anatomy,Fracture Locations and Soft Tissue Injury,"Where can ankle fractures occur?","Fractures can occur at any location in one or more of these four bones. Soft tissue injury (damage to muscles, tendons, or ligaments) may also be associated with simple ankle fractures.","What types of injuries can occur with ankle fractures?","Fractures can happen in any of the ankle bones, and soft tissue injuries like ligament or muscle damage may also be present.","fracture locations, soft tissue injury, muscles, tendons, ligaments"
Types of fracture,Avulsion fracture,"What is an avulsion fracture?","An avulsion fracture generally occurs when a tendon or ligament pulls away from the bone, taking a small piece of bone with it. It is usually caused by an inward turning of the foot.","What causes an avulsion fracture?","It's caused by a tendon or ligament pulling a small bone fragment away, typically due to an inward foot turning injury.","avulsion fracture, tendon, ligament, bone fragment, inward turning foot"
Types of fracture,Weber A fracture,"What is a Weber A fracture?","A Weber A fracture is a fracture to the fibula (the outside ankle bone) classified as stable.","What does a Weber A classification indicate?","It signifies a stable fracture of the fibula, the outer ankle bone.","Weber A fracture, fibula fracture, stable fracture, outside ankle bone"
Management of your fracture,Initial advice,"What initial advice is given for an ankle fracture?","Initial advice includes using cold packs for pain relief, resting the foot for 24-72 hours, elevating the ankle above hip level to reduce swelling, and performing early ankle/foot movements to prevent stiffness and promote circulation. Early weight-bearing is also encouraged.","What are the initial self-care steps for an ankle fracture?","Initial care involves cold packs, rest, elevation, and early movement exercises, alongside encouraged weight-bearing.","initial advice, cold packs, rest, elevation, early movement, exercise, weight-bearing"
Management of your fracture,General advice,"What is the general recovery timeline and advice for simple ankle fractures?","Simple ankle fractures take about 6-12 weeks to heal, but symptoms like pain and swelling can persist for 3-6 months. Walking may be difficult initially, potentially aided by crutches. The boot is for comfort, not healing. Painkillers should be taken as prescribed. Routine follow-up is not usually needed, but contact the team if symptoms persist after six weeks.","What should I expect regarding recovery and when should I seek further advice?","Expect gradual symptom improvement over months, with most people walking comfortably by six weeks. Contact the team if significant pain or swelling persists after six weeks.","general advice, recovery timeline, symptoms, pain, swelling, walking, crutches, boot, contact fracture care team"
Management of your fracture,Smoking cessation,"What is the impact of smoking on fracture healing?","Medical evidence suggests smoking prolongs fracture healing time and can stop it entirely in extreme cases. Stopping smoking during the healing phase will help ensure optimal recovery.","Why is smoking cessation recommended for fracture healing?","Smoking hinders healing, potentially stopping it altogether, and increases infection risk. Advice is available for cessation.","smoking cessation, fracture healing, prolongs healing, stops healing, optimal recovery"
Rehabilitation plan,Weeks 0 to 6,"What should I do during weeks 0-6 after my ankle fracture?","Wear the boot when walking, remove it for rest/hygiene. Use crutches. Start Stage 1 exercises. If pain/swelling persists after six weeks or you struggle with the plan, contact the fracture care team (020 3299 4041).","What are the key instructions for the first six weeks of rehabilitation?","Wear the boot for walking, use crutches, remove for rest/hygiene, perform Stage 1 exercises, and contact the team for persistent issues.","Weeks 0-6, wear boot, remove boot, use crutches, Stage 1 exercises, persistent pain, persistent swelling, contact fracture care team"
Rehabilitation plan,Weeks 6 to 8,"What should I focus on between weeks 6 and 8?","Gradually discontinue the boot and crutches, starting with walking around the house. Wear the boot for longer outdoor walks. Begin Stage 2 exercises.","What is the progression for weeks 6-8?","Transition away from the boot and crutches, start walking without them at home, use the boot for longer distances, and begin Stage 2 exercises.","Weeks 6-8, discontinue boot, discontinue crutches, walk around house, wear boot outdoors, Stage 2 exercises"
Rehabilitation plan,Weeks 6 to 12,"What can I expect between weeks 6 and 12 regarding healing and activity?","The injury should be largely healed. Resume normal activities gradually as pain allows. Heavier tasks may still cause discomfort and swelling. Begin Stage 3 exercises if needed.","What is the expected status of the injury by week 6, and what activity level is recommended?","The injury should be largely healed by week 6; resume normal activities gradually as pain permits, avoiding strenuous tasks that cause discomfort or swelling. Begin Stage 3 exercises if necessary.","Weeks 6-12, injury healed, resume normal activity, pain guided, heavier tasks, discomfort, swelling, Stage 3 exercises"
Rehabilitation plan,Weeks 12+,"What should I do after 12 weeks if symptoms persist?","Symptoms will continue to improve over the next few months. If you still have significant pain and/or stiffness, contact us for further advice/management.","When should I seek further medical advice after 12 weeks?","Contact the provider if significant pain and/or stiffness persist beyond 12 weeks.","Weeks 12+, symptoms improve, significant pain, significant stiffness, contact for advice"
Exercises,Stage 1 Exercises & Advice,"What are the Stage 1 exercises and advice for ankle fractures?","Stage 1 exercises include ankle & foot range of movement: 1. Point foot up/down. 2. Turn foot inwards/outwards. 3. Make foot circles. Advice: Cold packs, Rest and elevation, Early movement and exercise.","List the initial exercises and advice.","Exercises include ankle dorsiflexion/plantarflexion, inversion/eversion, and ankle circles. Advice covers cold packs, rest, elevation, and early movement.","Stage 1 exercises, ankle range of movement, foot range of movement, point foot up and down, turn foot outwards, turn foot inwards, ankle circles, cold packs, rest, elevation, early movement"
Exercises,Ankle stretches,"What are the Stage 2 ankle stretches?","Stage 2 includes ankle stretches: 1. Calf stretch using a towel. 2. Stretch top of foot/ankle by crossing leg or pointing toes down. Hold stretches for 30 seconds, repeat 3 times.","Describe the Stage 2 ankle stretches.","These involve calf stretches with a towel and stretches for the top of the foot/ankle by crossing the leg or pointing toes downwards, holding each for 30 seconds, repeated 3 times.","Stage 2 exercises, ankle stretches, calf stretch, top of foot stretch, front of ankle stretch, towel"
Exercises,Balance strategy exercises - Level 1,"What are the Level 1 balance exercises?","For those who couldn't balance on one leg before: a) Stand feet close, hold support. b) Balance without support. c) Tandem stance, hold support, then without. Repeat holds for 30 seconds.","Describe the Level 1 balance exercises.","These start with feet together, progressing to balancing without support, and tandem stance, with variations for holding support or not.","balance exercises, Level 1, feet close together, hold support, balance without support, tandem stance"
Exercises,Balance strategy exercises - Level 2,"What are the Level 2 balance exercises?","For those who could balance on one leg before: a) Stand on injured leg, hold support. b) Balance without support. c) Balance with eyes closed. Always stand safely near support. Hold for 30 seconds (or 10 seconds for eyes closed).","Describe the Level 2 balance exercises.","These progress from single-leg balance with support to without support, and then with eyes closed, emphasizing safety.","balance exercises, Level 2, injured leg, hold support, balance without support, eyes closed, safety"
Exercises,Heel Raises - Stage 2,"How do I perform Stage 2 heel raises?","Stand, hold support, rise onto toes (lift heels), keeping knees straight. Hold at the top for 2 seconds, then lower. Aim for 3 sets of 10 repetitions.","Describe the Stage 2 heel raise technique.","Stand holding support, rise onto toes, hold for 2 seconds, lower. Aim for 3 sets of 10 repetitions.","heel raises, stand, hold support, rise onto toes, knees straight, hold at top"
Exercises,Advanced exercises for sports rehabilitation,"What are the advanced exercises for sports rehabilitation?","Level 1: Balance on uneven surface (30 secs), eyes closed progression. Level 2: Stand feet together/heel-to-toe, swing arms in figure of 8 (30 secs), eyes closed progression.","Describe the advanced exercises for sports rehabilitation.","These advanced exercises focus on dynamic balance and control, including balancing on uneven surfaces, with eyes closed, and arm swings in a figure of 8.","advanced exercises, sports rehabilitation, uneven surface, eyes closed, dynamic balance, arm swings"
Contact Information,Hospital Details,"What are the contact details for the Fracture Clinic and Physiotherapy?","Fracture Clinic: 0151 430 4905 (9am-5pm Mon-Fri). Emergency Department: 0151 430 2399. Whiston Hospital, Warrington Road, Prescot, Merseyside, L35 5DR. Telephone: 0151 426 1600. www.sthk.nhs.uk.","What are the contact details for the hospital services mentioned?","Contact the Fracture Clinic (0151 430 4905), Emergency Department (0151 430 2399), or the main hospital line (0151 426 1600).","contact information, Fracture Clinic, Emergency Department, Whiston Hospital, telephone, website"
Introduction,Purpose of Leaflet,"What is the purpose of this leaflet on stable ankle fractures?","This leaflet provides general information about the ankle fracture, its management, and rehabilitation after cast or boot removal.","What information does this leaflet offer?","It provides general guidance on managing the fracture and rehabilitation exercises.","purpose of leaflet, general information, ankle fracture, management, rehabilitation"
Your Diagnosis,Nature of Injury,"What is a stable ankle fracture?","A stable ankle fracture involves a small break in the fibula (outside ankle bone) that typically heals without complications and does not require a cast.","What does 'stable ankle fracture' mean?","It's a small, stable break in the fibula that usually heals well without needing a cast.","stable ankle fracture, small fracture, fibula, heals without problems, no cast needed"
Your Diagnosis,Healing and Initial Management,"How long does a stable ankle fracture take to heal, and what is the initial management?","It typically takes 6-12 weeks to heal, but symptoms can persist for 3-6 months. Initial management involves pain relief, rest, elevation, and possibly a walking boot or crutches for comfort.","What is the healing timeline and initial care for a stable ankle fracture?","Healing takes 6-12 weeks, with symptoms for 3-6 months. Initial care includes pain relief, rest, elevation, and potentially a boot or crutches.","healing time, symptoms persistence, pain relief, rest, elevation, walking boot, crutches"
Your Diagnosis,Pain Management and General Advice,"What advice is given for managing pain and swelling with a stable ankle fracture?","Take painkillers as prescribed. If you have concerns about your recovery or are struggling with exercises, contact the Virtual Fracture Clinic.","What should I do if I have concerns about my symptoms or rehabilitation?","Contact the Virtual Fracture Clinic if you have concerns about symptoms, are unable to follow the plan, or experience pain elsewhere.","pain management, swelling management, painkillers, contact Virtual Fracture Clinic"
Your Diagnosis,Follow-up Policy,"Is follow-up usually needed for this type of injury?","Follow-up clinic appointments are not always needed as these injuries almost always heal well with time and self-management.","When might I need a follow-up appointment?","Contact the clinic if you haven't regained full movement after 3-6 weeks, or if you experience pain or symptoms away from the original injury site.","follow-up policy, not routinely needed, self-management, regain full movement, contact clinic"
Management/Rehabilitation Plan,Weeks 0-3,"What should I do during the first 0-3 weeks of recovery?","Wear the sling for comfort during the day, removing it for exercises and hygiene. Do not wear it at night. Start initial exercises and avoid lifting the elbow above shoulder height. A lightly weighted backpack may be comfortable.","What are the key instructions for the initial 0-3 week period?","Wear the sling for comfort during the day, perform initial exercises, avoid overhead arm movements, and consider a weighted backpack.","Weeks 0-3, wear sling, remove for exercises/hygiene, not at night, initial exercises, avoid lifting arm above shoulder height"
Management/Rehabilitation Plan,Weeks 3-6,"What should I do between weeks 3 and 6 of my recovery?","You can stop using the sling and start light activities. Increase movement with Stage 2 exercises. Avoid heavy lifting for the full 6 weeks. Begin Stage 3 exercises if Stage 2 exercises are pain-free.","What are the main changes in activity and exercises between weeks 3 and 6?","Stop using the sling, start light activities, progress to Stage 2 exercises, avoid heavy lifting, and begin Stage 3 exercises if pain-free.","Weeks 3-6, discard sling, light activities, Stage 2 exercises, avoid heavy lifting, Stage 3 exercises"
Management/Rehabilitation Plan,Weeks 6-12,"What can I expect between weeks 6 and 12 of my recovery?","The injury should be largely healed. Resume normal activities gradually, guided by pain. Heavier tasks might still cause discomfort. Start Stage 3 exercises if needed, and begin lifting the arm overhead.","What should be my activity level and exercise routine between weeks 6 and 12?","Resume normal activities gradually, guided by pain. Start Stage 3 exercises and begin lifting the arm overhead.","Weeks 6-12, injury healed, resume normal activity, pain guided, heavier tasks, discomfort, Stage 3 exercises, lift arm overhead"
Management/Rehabilitation Plan,Week 12 and Beyond,"What should I do if I still have significant pain and stiffness after 12 weeks?","If you experience significant pain and stiffness after 12 weeks, contact us for further consultation.","When should I seek further medical advice after 12 weeks?","Contact the provider if significant pain and stiffness persist after 12 weeks.","Week 12 and Beyond, significant pain, significant stiffness, further consultation"
Initial Exercises to start straight away (3-4 times a day),Preliminary Exercises for Hand and Elbow,"What preliminary exercises can I do if my elbow or hand is stiff?","If you have elbow or hand stiffness from the sling, you can perform exercises like bending/straightening the elbow, forearm rotations, and finger/wrist flexion/extension. Start with these if easy, otherwise begin postural and pendulum exercises.","What exercises should I do if I have stiffness in my elbow or hand?","Perform elbow bend/straighten, forearm rotations, and finger/wrist flexion/extension exercises. You can also try postural awareness and pendulum exercises.","preliminary exercises, elbow stiffness, hand stiffness, postural awareness, pendulum exercises"
Initial Exercises to start straight away (3-4 times a day),Elbow Bend to Straighten,"How do I perform the elbow bend to straighten exercise?","Bend and straighten the elbow of your injured arm to feel a mild to moderate stretch. You can use your other arm to assist if necessary. Do not push into pain.","Describe the elbow bend to straighten exercise.","Bend and straighten the elbow to feel a mild to moderate stretch, assisting with the other arm if needed, without causing pain.","Elbow Bend to Straighten, injured arm, mild to moderate stretch, assist with other arm, do not push into pain"
Initial Exercises to do 4-5 times a day,Forearm Rotations,"How do I perform forearm rotations?","With the elbow bent at 90 degrees and tucked into your side, slowly rotate your palm up and down until you feel a mild to moderate stretch. Use your unaffected arm to assist if needed. Repeat 10-15 times without causing pain.","Describe the forearm rotation exercise.","Keep the elbow bent at your side, rotate the forearm up and down to feel a stretch, repeating 10-15 times pain-free. Use the other arm for assistance.","Forearm Rotations, injured elbow, mild to moderate stretch, unaffected arm assist, pain-free"
Initial Exercises to do 4-5 times a day,Finger and wrist flexion and extension,"What are the finger and wrist exercises?","Open and close your hand 10-15 times. Move your wrist up and down 10-15 times. After a few days, squeeze a soft ball or rolled socks as hard as possible without pain, holding for 5 seconds, and repeat 10 times.","Describe the finger and wrist exercises.","Perform hand opening/closing and wrist flexion/extension 10-15 times. Later, squeeze a soft ball/socks for 5 seconds, repeating 10 times.","Finger and wrist flexion and extension, open and close hand, move wrist up and down, squeeze ball, soft ball, rolled socks"
Initial Exercises to do 4-5 times a day,Postural awareness,"How do I perform the postural awareness exercise?","Bring your shoulders back and gently squeeze your shoulder blades together. Hold for 20-30 seconds and repeat 5 times, provided there is no increase in symptoms.","Describe the postural awareness exercise.","Gently pull shoulder blades back and together, holding for 20-30 seconds, repeating 5 times, ensuring no pain increase.","postural awareness, shoulders back, shoulder blades together, hold position"
Initial Exercises to do 4-5 times a day,Shoulder pendulum exercises,"How do I perform shoulder pendulum exercises?","Stand leaning forward, supporting yourself with your uninjured arm. Relax your injured arm and swing it gently forwards/backwards, side to side, and in circles for 1-2 minutes total, without increasing symptoms.","Describe the shoulder pendulum exercises.","Lean forward supported by the uninjured arm, relax the injured arm, and swing it gently in various directions for 1-2 minutes without pain.","shoulder pendulum exercises, relax injured arm, gentle swing, forwards and backwards, side to side, circles"
Stage 2 exercises to do 4-5 times a day - To start at 3 weeks,Active assisted shoulder flexion,"How do I perform active assisted shoulder flexion?","Use your other hand to lift your injured arm up in front of you. Repeat 10 times, provided there is no increase in symptoms.","Describe the active assisted shoulder flexion exercise.","Lift the injured arm forward with the other hand, repeating 10 times pain-free.","active assisted shoulder flexion, lift injured arm forward, other hand assist"
Stage 2 exercises to do 4-5 times a day - To start at 3 weeks,Active assisted external rotation,"How do I perform active assisted external rotation?","Keep the elbow of your injured arm tucked into your side, bent at 90 degrees. Hold a stick/umbrella and use your good arm to push the injured hand outwards until a stretch is felt. Remember to keep the elbow tucked in. If no stick, guide the arm outwards with your good hand. Hold for 5 seconds, return to start. Repeat 10 times pain-free.","Describe the active assisted external rotation exercise.","Keep the elbow bent at the side, use a stick or the other arm to guide the injured hand outwards, holding for 5 seconds and repeating 10 times pain-free.","active assisted external rotation, elbow tucked in, hold stick, push hand outwards"
Stage 3 exercises to do 4-5 times a day - To start at 6 weeks,Progression to Active Movement,"What is the progression from assisted to active movement?","When full pain-free range of motion is achieved with assisted exercises, progress to active range of motion without support. Then, build up regular activities once full range is regained without support.","How do I progress from assisted to active exercises?","When you achieve full, pain-free range of motion with assistance, perform exercises actively without support, then gradually increase regular activities.","progression, active movement, assisted movement, full range of motion, pain-free"
Stage 3 exercises to do 4-5 times a day - To start at 6 weeks,Active forward flexion,"How do I perform active forward flexion?","With your thumb facing up, lift your injured arm forwards, keeping it close to your body.","Describe the active forward flexion exercise.","Lift the injured arm forward with the thumb facing up, keeping it close to the body.","active forward flexion, thumb facing up, lift arm forward, close to body"
Stage 3 exercises to do 4-5 times a day - To start at 6 weeks,Active abduction,"How do I perform active abduction?","With your palm facing up and outwards, move your injured arm out to the side in a big arc. Try to raise it as high as possible. If difficult, try with a bent elbow.","Describe the active abduction exercise.","Move the injured arm out to the side in a large arc with the palm facing outwards, trying to raise it as high as possible. A bent elbow can be used if needed.","active abduction, palm facing outwards, move arm out to side, large arc"
Stage 3 exercises to do 4-5 times a day - To start at 6 weeks,Active external rotation,"How do I perform active external rotation?","Start with the elbow of your injured arm bent by your side. Rotate your forearm outwards, keeping the elbow bent and near your waist.","Describe the active external rotation exercise.","Keep the elbow bent by your side and rotate the forearm outwards.","active external rotation, elbow bent by side, rotate forearm outwards"
General Exercise Advice,Frequency and Progression,"What are the general instructions for performing exercises?","Repeat all three exercises 10 times each, four to five times a day. Only go as far as you can naturally, without forcing movement. Progress gradually as you feel able.","What are the recommended frequency and progression for exercises?","Perform exercises 10 times each, 4-5 times daily, progressing naturally within pain limits.","general exercise advice, frequency, progression, repeat 10 times, 4-5 times a day, naturally, without forcing"
General Exercise Advice,Seeking Further Help,"When should I contact the clinic about exercise progression?","If you have problems progressing with exercises and have a follow-up booked, inform the clinician for review and potential physiotherapy referral. If on an independent program, contact the clinic using the provided number for physiotherapy.","Where should I go for help if I'm struggling with exercises?","Contact the clinic to discuss exercise progression or arrange physiotherapy if needed.","seeking further help, exercise progression, follow-up consultation, clinician review, physiotherapy referral, independent management programme"
Sources of information,Leaflet Origin,"What is the origin of this information leaflet?","This information leaflet was developed by the Brighton and Sussex University Hospitals Fracture Care Team and adapted for East Sussex Healthcare NHS Trust. It was updated during the COVID-19 pandemic.","Where did this leaflet come from?","It originated from the Brighton and Sussex University Hospitals Fracture Care Team and was adapted by East Sussex Healthcare NHS Trust.","sources of information, leaflet origin, Brighton and Sussex University Hospitals, East Sussex Healthcare NHS Trust, COVID-19 pandemic"
Important information,Disclaimer,"What is the disclaimer for this leaflet?","This patient information is for guidance purposes only and not a substitute for professional clinical advice from a qualified practitioner.","What is the purpose of the disclaimer?","The leaflet provides guidance, not professional medical advice.","disclaimer, patient information, guidance purposes only, not professional advice, qualified practitioner"
Patient Feedback and Hospital Policies,Your comments,"How can I provide feedback about the Trust's services?","We welcome feedback to identify areas of strength and improvement. Share your experience by completing Friends and Family Test cards available at wards, departments, and clinics, or contact the patient experience team.","Where can I give feedback or make comments?","Provide feedback via Friends and Family Test cards or contact the patient experience team.","feedback, comments, suggestions, patient experience team"
Patient Feedback and Hospital Policies,Hand hygiene,"What is the importance of hand hygiene in the hospital?","Hand hygiene is crucial for controlling infection. Alcohol gel is readily available at patient bedsides and entrances for staff and visitors to clean their hands before and after entering clinical areas.","What are the key infection control measures related to hygiene?","Hand hygiene is paramount, with alcohol gel available for staff and visitors to use before and after entering clinical areas.","hand hygiene, infection control, alcohol gel, patient bedside, clinical areas"
Patient Feedback and Hospital Policies,Other formats,"How can I get this leaflet in alternative formats?","Contact the Equality and Human Rights Department on 0300 131 4434 or esh-tr.AccessibleInformation@nhs.net for large print, audio, or translated versions.","What accessibility options are available for this leaflet?","The leaflet can be provided in large print, audio, or translated versions by contacting the Equality and Human Rights Department.","alternative formats, large print, audio, translated, Equality and Human Rights Department"
Document Information,Reference,"What are the details of this document?","Department: Trauma & Orthopaedics, Contact: 29237, Updated: April 2024, Review: April 2027, Version: 1.4, Reference: HIC/LFT/2495/20.","What is the document's reference number and review date?","The reference number is HIC/LFT/2495/20, updated April 2024, with a review date of April 2027.","document details, department, contact, updated, review date, version, reference"
Introduction,Purpose of Leaflet,"What is the purpose of this leaflet on ACJ injury grade 1-2?","This leaflet provides information about the injury and guides recovery through a self-management plan using the Virtual Fracture Clinic (VFC).","What information does this leaflet provide?","It offers information about the ACJ injury and guidance on self-management and recovery.","purpose of leaflet, ACJ injury, self-management, recovery, rehabilitation plan"
Video about your injury and recovery,Instructional Video Link,"Where can I find a video about my ACJ injury and recovery?","Watch this video for recovery guidance, featuring a doctor explaining the injury and a physiotherapist demonstrating exercises: www.fracturecare.co.uk/care-plans/shoulder/acj-injury/","What resources are available to help with my recovery?","An instructional video explaining the injury and exercises is available at www.fracturecare.co.uk/care-plans/shoulder/acj-injury/.","instructional video, recovery guidance, doctor explanation, physiotherapist demonstration, exercises"
What is an ACJ injury?,Definition,"What is an Acromioclavicular Joint (ACJ) injury?","An ACJ injury is a sprain to the end of the clavicle (collarbone) where it meets the acromion (shoulder blade), affecting the ligaments supporting the joint.","What part of the body is affected by an ACJ injury?","The injury affects the acromioclavicular joint, which is the junction between the collarbone and the shoulder blade.","ACJ injury, sprain, clavicle, acromion, shoulder, ligaments"
What is an ACJ injury?,Common Symptoms,"What are the common symptoms of an ACJ injury?","Common symptoms include pain immediately after the injury, swelling, bruising, difficulty moving the arm, and potential deformity at the injury site.","What signs indicate an ACJ injury?","Symptoms typically include pain, swelling, bruising, restricted arm movement, and sometimes a visible deformity.","common symptoms, ACJ injury, pain, swelling, bruising, difficulty moving arm, deformity"
Healing,Timeline,"How long does an ACJ injury typically take to heal?","These injuries almost always heal well with time, typically within six to twelve weeks, although symptoms like pain or discomfort may continue for three to six months.","What is the expected healing period and symptom duration?","Healing usually takes 6-12 weeks, but symptoms like pain, stiffness, or swelling can persist for 3-6 months.","healing time, symptoms duration, six to twelve weeks, three to six months"
Healing,Impact of Smoking,"How does smoking affect ACJ injury healing?","Smoking slows down healing and can even stop it altogether in extreme cases. It's advised to stop smoking (including vaping) during the healing phase for optimal recovery.","Why is smoking cessation recommended for ACJ injuries?","Smoking impedes the healing process and can lead to poorer outcomes, so quitting is advised for optimal recovery.","impact of smoking, slows healing, stops healing, optimal recovery, smoking cessation"
Pain and swelling,Symptoms and Management,"What symptoms should I expect, and how can I manage them?","Your shoulder may be swollen and painful. You can manage this by taking pain medication, using ice or cold packs for 10 minutes at a time, and resting the arm.","How can I alleviate pain and swelling from an ACJ injury?","Manage pain and swelling by taking pain medication, using ice packs (wrapped) for 10 minutes, and resting the arm.","pain, swelling, manage pain, manage swelling, pain medication, ice packs, rest arm"
Your sling,Usage Guidelines,"How should I use the sling provided?","Use the sling for up to 3 weeks for comfort only. Remove it for exercises and personal hygiene, and it is not necessary to wear it at night.","What are the instructions for sling use?","Wear the sling for comfort for up to 3 weeks, removing it for exercises and hygiene, and not necessarily at night.","sling usage, comfort only, remove for exercises, remove for hygiene, not at night"
Exercises and activity,General Advice and Restrictions,"What general advice should I follow regarding exercises and activity?","Start exercises as soon as comfortable to improve recovery and prevent stiffness, but do not push into pain. Avoid heavy lifting for 6 weeks and lifting the arm above shoulder height for the first 3 weeks.","What are the general recommendations for activity and exercise?","Start gentle exercises early, avoid heavy lifting for 6 weeks and overhead arm movements for 3 weeks, and gradually progress.","general advice, exercises, activity restrictions, avoid heavy lifting, avoid overhead movement"
Follow up,Self-Management and When to Contact,"Is follow-up necessary, and when should I contact the clinic?","Follow-up appointments are usually not needed as most injuries heal well with self-management. Contact the team if you haven't regained full movement after 3-6 weeks, or if pain/symptoms occur away from the injury site.","When should I seek further medical attention?","Contact the clinic if full movement isn't regained after 3-6 weeks, or if you experience symptoms away from the injury site.","follow-up, self-management, contact clinic, full movement, pain, symptoms away from injury site"
Caring for your injury: weeks 1 to 3,Sling and Comfort,"What are the instructions for sling use and rest in the first 1-3 weeks?","Wear the sling for comfort during the day, removing it for exercises and hygiene. It's optional at night. Rest the arm, especially in the first 24-72 hours, and sleeping propped up with pillows may be more comfortable.","What should I do with the sling and regarding rest in the first few weeks?","Wear the sling for daytime comfort, remove for exercises/hygiene, and rest the arm, potentially sleeping propped up.","sling usage, comfort, rest, 24-72 hours, sleeping propped up"
Caring for your injury: weeks 1 to 3,Pain and Swelling Management,"How should I manage pain and swelling in the first 1-3 weeks?","Use a cold pack (ice pack or frozen peas in a damp towel) on the shoulder for up to 15 minutes every few hours, ensuring no direct skin contact.","What are the guidelines for applying cold packs?","Apply cold packs (wrapped in a damp towel) for up to 15 minutes every few hours, avoiding direct skin contact.","pain and swelling management, cold pack, ice pack, frozen peas, damp towel, 15 minutes, direct skin contact"
Caring for your injury: weeks 1 to 3,Initial Exercises,"What are the initial exercises to do in the first 1-3 weeks?","Start exercises immediately, 4-5 times a day, repeating each 10 times. Exercises include elbow bend/straighten, forearm rotations, finger/wrist movements, postural awareness, and shoulder pendulum exercises.","List the initial exercises for the first 1-3 weeks.","Perform elbow bend/straighten, forearm rotations, finger/wrist movements, postural awareness, and shoulder pendulum exercises, 4-5 times daily, 10 repetitions each.","initial exercises, start immediately, 4-5 times a day, repeat 10 times, elbow bend, forearm rotations, finger/wrist movements, postural awareness, shoulder pendulum"
Exercises: Weeks 1-3,Elbow Bend to Straighten,"How do I perform the elbow bend to straighten exercise?","Bend and straighten the elbow of your injured arm to feel a mild to moderate stretch. You can use your other arm to assist if necessary. Do not push into pain. Repeat 10-15 times pain-free.","Describe the elbow bend to straighten exercise.","Bend and straighten the elbow to feel a mild to moderate stretch, assisting with the other arm if needed, repeating 10-15 times pain-free.","Elbow Bend to Straighten, injured arm, mild to moderate stretch, assist with other arm, pain-free"
